Airline ID,Departure,Destination
TM,JNB,BEW
TM,JNB,INH
TM,JNB,MPM
TM,JNB,TET
TM,JNB,VNX
TM,LAD,MPM
TM,MPM,APL
TM,MPM,BEW
TM,MPM,INH
TM,MPM,JNB
TM,MPM,LAD
TM,MPM,POL
TM,MPM,TET
TM,MPM,UEL
TM,MPM,VNX
TM,MPM,VPY
TM,NBO,POL
TM,POL,APL
TM,POL,BEW
TM,POL,DAR
TM,POL,MPM
TM,POL,NBO
TM,TET,APL
TM,TET,BEW
TM,TET,JNB
TM,TET,MPM
TM,TET,UEL
TM,TET,VXC
TM,UEL,BEW
TM,UEL,MPM
TM,UEL,TET
TM,VNX,INH
TM,VNX,JNB
TM,VNX,MPM
TM,VPY,MPM
TM,VXC,APL
TM,VXC,TET
TN,AKL,BNE
TN,AKL,MEL
TN,AKL,PPT
TN,AKL,SYD
TN,BNE,AKL
TN,CDG,LAX
TN,ICN,NRT
TN,LAX,CDG
TN,LAX,PPT
TN,MEL,AKL
TN,MOF,KOE
TN,NRT,ICN
TN,NRT,PPT
TN,PPT,AKL
TN,PPT,LAX
TN,PPT,NRT
TN,SYD,AKL
TO,ACE,BHX
TO,ACE,EMA
TO,ACE,GLA
TO,ACE,LGW
TO,ACE,LTN
TO,ACE,MAN
TO,ACE,NCL
TO,ACE,STN
TO,ADB,BHX
TO,ADB,LGW
TO,ADB,MAN
TO,AGA,LGW
TO,AGA,LIL
TO,AGA,MAN
TO,AGA,ORY
TO,AGP,CWL
TO,AGP,GLA
TO,AGP,LGW
TO,AGP,LTN
TO,AGP,MAN
TO,AGP,NCL
TO,AGP,ORY
TO,ALC,BHX
TO,ALC,BRS
TO,ALC,CWL
TO,ALC,EMA
TO,ALC,GLA
TO,ALC,LGW
TO,ALC,MAN
TO,ALC,NCL
TO,ATH,LYS
TO,ATH,NTE
TO,ATH,ORY
TO,AYT,BHX
TO,AYT,BRS
TO,AYT,LGW
TO,AYT,LTN
TO,AYT,MAN
TO,AYT,ORY
TO,BHX,ACE
TO,BHX,ADB
TO,BHX,ALC
TO,BHX,AYT
TO,BHX,BJV
TO,BHX,BVC
TO,BHX,DBV
TO,BHX,DLM
TO,BHX,FAO
TO,BHX,FNC
TO,BHX,FUE
TO,BHX,LCA
TO,BHX,LPA
TO,BHX,NBE
TO,BHX,PFO
TO,BHX,PMI
TO,BHX,RAK
TO,BHX,SSH
TO,BHX,TFS
TO,BJV,LGW
TO,BJV,MAN
TO,BJV,ORY
TO,BOH,PMI
TO,BOH,TFS
TO,BRS,ALC
TO,BRS,CFU
TO,BRS,DLM
TO,BRS,FUE
TO,BRS,LPA
TO,BRS,MAH
TO,BRS,NBE
TO,BRS,PFO
TO,BRS,PMI
TO,BRS,REU
TO,BRS,TFS
TO,BUD,ORY
TO,BVC,BHX
TO,BVC,LGW
TO,BVC,MAN
TO,CFU,BRS
TO,CFU,LGW
TO,CFU,MAN
TO,CTA,LGW
TO,CTA,MAN
TO,CTA,ORY
TO,CUN,LGW
TO,CUN,MAN
TO,CWL,AGP
TO,CWL,ALC
TO,CWL,DLM
TO,CWL,HER
TO,CWL,LCA
TO,CWL,PMI
TO,CWL,RHO
TO,CWL,TFS
TO,DBV,BHX
TO,DBV,LGW
TO,DBV,MAN
TO,DBV,ORY
TO,DJE,LIL
TO,DJE,NTE
TO,DJE,ORY
TO,DLM,BHX
TO,DLM,BRS
TO,DLM,CWL
TO,DLM,EMA
TO,DLM,GLA
TO,DLM,LBA
TO,DLM,LGW
TO,DLM,LTN
TO,DLM,MAN
TO,DLM,NCL
TO,DLM,STN
TO,DSA,PMI
TO,EDI,PMI
TO,EDI,TFS
TO,EMA,ACE
TO,EMA,ALC
TO,EMA,DLM
TO,EMA,FAO
TO,EMA,IBZ
TO,EMA,LCA
TO,EMA,LPA
TO,EMA,MAH
TO,EMA,NBE
TO,EMA,PFO
TO,EMA,PMI
TO,EMA,RHO
TO,EMA,TFS
TO,ESU,ORY
TO,EXT,FAO
TO,EXT,PMI
TO,FAO,BHX
TO,FAO,EMA
TO,FAO,GLA
TO,FAO,LGW
TO,FAO,LTN
TO,FAO,MAN
TO,FAO,NCL
TO,FAO,ORY
TO,FAO,STN
TO,FCO,NTE
TO,FCO,VCE
TO,FNC,BHX
TO,FNC,LGW
TO,FNC,MAN
TO,FNC,OPO
TO,FUE,BHX
TO,FUE,BRS
TO,FUE,EMA
TO,FUE,LGW
TO,FUE,LTN
TO,FUE,MAN
TO,FUE,STN
TO,GLA,ACE
TO,GLA,AGP
TO,GLA,ALC
TO,GLA,BJV
TO,GLA,CUN
TO,GLA,DLM
TO,GLA,FAO
TO,GLA,IBZ
TO,GLA,LCA
TO,GLA,LPA
TO,GLA,PMI
TO,GLA,RHO
TO,GLA,TFS
TO,HER,BHX
TO,HER,LGW
TO,HER,LYS
TO,HER,MAN
TO,HER,NTE
TO,HER,ORY
TO,HRG,LGW
TO,HRG,MAN
TO,IBZ,EMA
TO,IBZ,LBA
TO,IBZ,LTN
TO,IBZ,MAN
TO,IBZ,NCL
TO,IBZ,ORY
TO,IBZ,STN
TO,JMK,LGW
TO,KGS,LGW
TO,LBA,DLM
TO,LBA,IBZ
TO,LBA,PMI
TO,LBA,TFS
TO,LCA,CWL
TO,LCA,EMA
TO,LCA,GLA
TO,LCA,LGW
TO,LCA,MAN
TO,LEI,MAN
TO,LGW,ACE
TO,LGW,ADB
TO,LGW,AGA
TO,LGW,AGP
TO,LGW,ALC
TO,LGW,AYT
TO,LGW,BJV
TO,LGW,BVC
TO,LGW,CFU
TO,LGW,CHQ
TO,LGW,CTA
TO,LGW,CUN
TO,LGW,DBV
TO,LGW,DLM
TO,LGW,FAO
TO,LGW,FNC
TO,LGW,FUE
TO,LGW,HER
TO,LGW,HRG
TO,LGW,IBZ
TO,LGW,JMK
TO,LGW,JTR
TO,LGW,KGS
TO,LGW,LCA
TO,LGW,LPA
TO,LGW,MAH
TO,LGW,MLA
TO,LGW,MRU
TO,LGW,NAP
TO,LGW,NBE
TO,LGW,PFO
TO,LGW,PMI
TO,LGW,PUJ
TO,LGW,PVK
TO,LGW,RAK
TO,LGW,RHO
TO,LGW,SID
TO,LGW,SKG
TO,LGW,SSH
TO,LGW,TFS
TO,LGW,VCE
TO,LGW,VRN
TO,LGW,ZTH
TO,LIL,AGA
TO,LIL,DJE
TO,LIL,OUD
TO,LIL,RAK
TO,LIL,VCE
TO,LIS,NTE
TO,LIS,ORY
TO,LPA,BHX
TO,LPA,BRS
TO,LPA,EMA
TO,LPA,GLA
TO,LPA,LGW
TO,LPA,LTN
TO,LPA,MAN
TO,LPA,STN
TO,LTN,ACE
TO,LTN,AGP
TO,LTN,AYT
TO,LTN,DLM
TO,LTN,FAO
TO,LTN,FUE
TO,LTN,IBZ
TO,LTN,LCA
TO,LTN,LPA
TO,LTN,PFO
TO,LTN,PMI
TO,LTN,REU
TO,LTN,SSH
TO,LTN,TFS
TO,LYS,ATH
TO,LYS,HER
TO,LYS,MIR
TO,LYS,OPO
TO,LYS,OUD
TO,LYS,RAK
TO,LYS,SVQ
TO,LYS,TUN
TO,MAH,EMA
TO,MAH,LGW
TO,MAH,MAN
TO,MAN,ACE
TO,MAN,ADB
TO,MAN,AGA
TO,MAN,AGP
TO,MAN,ALC
TO,MAN,AYT
TO,MAN,BJV
TO,MAN,BVC
TO,MAN,CFU
TO,MAN,CTA
TO,MAN,CUN
TO,MAN,DBV
TO,MAN,DLM
TO,MAN,FAO
TO,MAN,FNC
TO,MAN,FUE
TO,MAN,HER
TO,MAN,HRG
TO,MAN,IBZ
TO,MAN,JTR
TO,MAN,KGS
TO,MAN,LCA
TO,MAN,LEI
TO,MAN,LPA
TO,MAN,MAH
TO,MAN,NAP
TO,MAN,NBE
TO,MAN,PFO
TO,MAN,PMI
TO,MAN,PUJ
TO,MAN,PUY
TO,MAN,PVK
TO,MAN,RAK
TO,MAN,REU
TO,MAN,RHO
TO,MAN,SID
TO,MAN,SSH
TO,MAN,TFS
TO,MAN,VCE
TO,MAN,VRN
TO,MAN,ZTH
TO,MIR,LYS
TO,MIR,NTE
TO,MIR,ORY
TO,MLA,LGW
TO,MLA,NTE
TO,MLA,ORY
TO,MRU,LGW
TO,NAP,LGW
TO,NAP,MAN
TO,NAP,ORY
TO,NBE,BHX
TO,NBE,BRS
TO,NBE,CWL
TO,NBE,EMA
TO,NBE,LGW
TO,NBE,MAN
TO,NBE,NCL
TO,NCL,ACE
TO,NCL,AGP
TO,NCL,ALC
TO,NCL,DLM
TO,NCL,FAO
TO,NCL,HER
TO,NCL,IBZ
TO,NCL,NBE
TO,NCL,PFO
TO,NCL,PMI
TO,NCL,RHO
TO,NCL,TFS
TO,NTE,ATH
TO,NTE,DJE
TO,NTE,FCO
TO,NTE,HER
TO,NTE,LIS
TO,NTE,MIR
TO,NTE,MLA
TO,NTE,OPO
TO,NTE,RAK
TO,NTE,SVQ
TO,NTE,TXL
TO,NTE,VCE
TO,OPO,FNC
TO,OPO,LYS
TO,OPO,NTE
TO,OPO,ORY
TO,ORY,AGA
TO,ORY,AGP
TO,ORY,ATH
TO,ORY,AYT
TO,ORY,BJV
TO,ORY,BUD
TO,ORY,CTA
TO,ORY,DBV
TO,ORY,DJE
TO,ORY,ESU
TO,ORY,FAO
TO,ORY,HER
TO,ORY,IBZ
TO,ORY,LIS
TO,ORY,MIR
TO,ORY,MLA
TO,ORY,NAP
TO,ORY,OPO
TO,ORY,OUD
TO,ORY,PMO
TO,ORY,PRG
TO,ORY,PSA
TO,ORY,RAK
TO,ORY,SAW
TO,ORY,SVQ
TO,ORY,TLV
TO,ORY,TUN
TO,ORY,VCE
TO,OUD,LIL
TO,OUD,LYS
TO,OUD,ORY
TO,PFO,BHX
TO,PFO,BRS
TO,PFO,EMA
TO,PFO,LGW
TO,PFO,LTN
TO,PFO,MAN
TO,PFO,NCL
TO,PFO,STN
TO,PMI,BHX
TO,PMI,BOH
TO,PMI,BRS
TO,PMI,CWL
TO,PMI,DSA
TO,PMI,EDI
TO,PMI,EMA
TO,PMI,EXT
TO,PMI,GLA
TO,PMI,LBA
TO,PMI,LGW
TO,PMI,LTN
TO,PMI,MAN
TO,PMI,NCL
TO,PMI,STN
TO,PMO,ORY
TO,PRG,ORY
TO,PSA,ORY
TO,PUJ,LGW
TO,PUY,MAN
TO,PVK,LGW
TO,PVK,MAN
TO,RAK,BHX
TO,RAK,LGW
TO,RAK,LIL
TO,RAK,LYS
TO,RAK,MAN
TO,RAK,NTE
TO,RAK,ORY
TO,RAK,SXB
TO,REU,BRS
TO,REU,MAN
TO,RHO,EMA
TO,RHO,LGW
TO,RHO,MAN
TO,RHO,NCL
TO,RHO,STN
TO,SAW,ORY
TO,SID,LGW
TO,SID,MAN
TO,SSH,BHX
TO,SSH,LGW
TO,SSH,LTN
TO,SSH,MAN
TO,SSH,STN
TO,STN,ACE
TO,STN,DLM
TO,STN,FAO
TO,STN,FUE
TO,STN,IBZ
TO,STN,KGS
TO,STN,LPA
TO,STN,MAH
TO,STN,PFO
TO,STN,PMI
TO,STN,RHO
TO,STN,SSH
TO,STN,TFS
TO,SVQ,LYS
TO,SVQ,NTE
TO,SVQ,ORY
TO,SXB,RAK
TO,TFS,BHX
TO,TFS,BOH
TO,TFS,BRS
TO,TFS,CWL
TO,TFS,EDI
TO,TFS,EMA
TO,TFS,GLA
TO,TFS,LBA
TO,TFS,LGW
TO,TFS,LTN
TO,TFS,MAN
TO,TFS,NCL
TO,TFS,STN
TO,TLV,ORY
TO,TUN,LYS
TO,TUN,ORY
TO,TXL,NTE
TO,VCE,LGW
TO,VCE,LIL
TO,VCE,MAN
TO,VCE,NTE
TO,VCE,ORY
TO,VRN,LGW
TO,VRN,MAN
TO,ZTH,LGW
TOM,ACE,BHX
TOM,ACE,EMA
TOM,ACE,GLA
TOM,ACE,LGW
TOM,ACE,MAN
TOM,ACE,NCL
TOM,ACE,STN
TOM,AGA,LGW
TOM,AGA,MAN
TOM,AYT,BHX
TOM,AYT,BRS
TOM,AYT,LGW
TOM,AYT,MAN
TOM,BHX,ACE
TOM,BHX,AYT
TOM,BHX,BVC
TOM,BHX,DLM
TOM,BHX,FUE
TOM,BHX,NBE
TOM,BHX,PMI
TOM,BHX,SSH
TOM,BHX,TFS
TOM,BRS,PMI
TOM,BRS,TFS
TOM,BVC,BHX
TOM,BVC,MAN
TOM,CUN,LGW
TOM,CUN,MAN
TOM,CWL,TFS
TOM,DLM,BHX
TOM,DLM,LGW
TOM,DLM,MAN
TOM,DSA,PMI
TOM,EMA,ACE
TOM,EMA,NBE
TOM,EMA,PFO
TOM,EMA,PMI
TOM,EMA,TFS
TOM,EXT,PMI
TOM,FNC,GLA
TOM,FUE,BHX
TOM,FUE,EMA
TOM,FUE,LGW
TOM,GLA,ACE
TOM,GLA,FNC
TOM,GLA,PMI
TOM,GLA,TFS
TOM,HER,BHX
TOM,HRG,LGW
TOM,HRG,MAN
TOM,LCA,LGW
TOM,LCA,MAN
TOM,LGW,ACE
TOM,LGW,AGA
TOM,LGW,AYT
TOM,LGW,CUN
TOM,LGW,DLM
TOM,LGW,FUE
TOM,LGW,HRG
TOM,LGW,LCA
TOM,LGW,LPA
TOM,LGW,MRU
TOM,LGW,NBE
TOM,LGW,PFO
TOM,LGW,PMI
TOM,LGW,PVK
TOM,LGW,RAK
TOM,LGW,RHO
TOM,LGW,SID
TOM,LGW,SSH
TOM,LGW,TFS
TOM,LPA,LGW
TOM,LPA,MAN
TOM,MAN,ACE
TOM,MAN,AGA
TOM,MAN,BVC
TOM,MAN,CUN
TOM,MAN,DLM
TOM,MAN,HRG
TOM,MAN,LCA
TOM,MAN,LPA
TOM,MAN,MLA
TOM,MAN,NAP
TOM,MAN,NBE
TOM,MAN,PFO
TOM,MAN,PMI
TOM,MAN,PUJ
TOM,MAN,RAK
TOM,MAN,RHO
TOM,MAN,SID
TOM,MAN,SSH
TOM,MAN,TFS
TOM,MLA,MAN
TOM,NAP,MAN
TOM,NBE,BRS
TOM,NBE,EMA
TOM,NBE,GLA
TOM,NBE,LGW
TOM,NBE,MAN
TOM,NBE,NCL
TOM,NCL,ACE
TOM,NCL,DLM
TOM,NCL,NBE
TOM,NCL,PMI
TOM,NCL,TFS
TOM,PFO,EMA
TOM,PFO,LGW
TOM,PFO,MAN
TOM,PMI,BHX
TOM,PMI,BRS
TOM,PMI,DSA
TOM,PMI,EMA
TOM,PMI,EXT
TOM,PMI,GLA
TOM,PMI,LGW
TOM,PMI,MAN
TOM,PMI,NCL
TOM,PVK,LGW
TOM,RAK,LGW
TOM,RAK,MAN
TOM,RHO,LGW
TOM,RHO,MAN
TOM,SID,LGW
TOM,SID,MAN
TOM,SSH,BHX
TOM,SSH,LGW
TOM,SSH,MAN
TOM,STN,ACE
TOM,STN,PMI
TOM,STN,TFS
TOM,TFS,BHX
TOM,TFS,BRS
TOM,TFS,CWL
TOM,TFS,EMA
TOM,TFS,GLA
TOM,TFS,LGW
TOM,TFS,MAN
TOM,TFS,NCL
TOM,TFS,STN
TP,ACC,LIS
TP,AGP,LIS
TP,ALG,LIS
TP,AMS,AUH
TP,AMS,LIS
TP,AMS,OPO
TP,ARN,LIS
TP,AUH,AMS
TP,AUH,CMN
TP,AUH,LHR
TP,BCN,LIS
TP,BCN,OPO
TP,BIO,LIS
TP,BKO,LIS
TP,BLQ,LIS
TP,BLQ,ZAG
TP,BOD,LIS
TP,BOS,LIS
TP,BOS,PDL
TP,BRU,FAO
TP,BRU,LIS
TP,BRU,OPO
TP,BSB,LIS
TP,BUD,LIS
TP,BVC,LIS
TP,CCS,FNC
TP,CCS,LIS
TP,CCS,OPO
TP,CMN,AUH
TP,CMN,LIS
TP,CNF,LIS
TP,CPH,LIS
TP,DKR,LIS
TP,DME,LIS
TP,DUS,LIS
TP,DXB,LIS
TP,EWR,LIS
TP,EWR,OPO
TP,FAO,BRU
TP,FAO,FRA
TP,FAO,LIS
TP,FAO,MUC
TP,FCO,LIS
TP,FCO,OPO
TP,FNC,CCS
TP,FNC,LGW
TP,FNC,LIS
TP,FNC,OPO
TP,FNC,PDL
TP,FNC,VIE
TP,FOR,LIS
TP,FRA,FAO
TP,FRA,LIS
TP,FRA,OPO
TP,GIG,LIS
TP,GIG,OPO
TP,GRU,LIS
TP,GRU,OPO
TP,GVA,LIS
TP,GVA,OPO
TP,HAM,LIS
TP,HEL,LIS
TP,HOR,LIS
TP,IST,LIS
TP,KBP,LIS
TP,LAD,LIS
TP,LCG,LIS
TP,LGW,FNC
TP,LGW,LIS
TP,LGW,OPO
TP,LHR,LIS
TP,LIS,ACC
TP,LIS,AGP
TP,LIS,ALG
TP,LIS,AMS
TP,LIS,ARN
TP,LIS,BCN
TP,LIS,BIO
TP,LIS,BKO
TP,LIS,BLQ
TP,LIS,BOD
TP,LIS,BOS
TP,LIS,BRU
TP,LIS,BSB
TP,LIS,BUD
TP,LIS,BVC
TP,LIS,CCS
TP,LIS,CMN
TP,LIS,CNF
TP,LIS,CPH
TP,LIS,DKR
TP,LIS,DME
TP,LIS,DUS
TP,LIS,DXB
TP,LIS,EWR
TP,LIS,FAO
TP,LIS,FCO
TP,LIS,FNC
TP,LIS,FOR
TP,LIS,FRA
TP,LIS,GIG
TP,LIS,GRU
TP,LIS,GVA
TP,LIS,HAM
TP,LIS,HEL
TP,LIS,HOR
TP,LIS,IST
TP,LIS,KBP
TP,LIS,LAD
TP,LIS,LCG
TP,LIS,LGW
TP,LIS,LHR
TP,LIS,LUX
TP,LIS,LYS
TP,LIS,MAD
TP,LIS,MAN
TP,LIS,MIA
TP,LIS,MPM
TP,LIS,MRS
TP,LIS,MUC
TP,LIS,MXP
TP,LIS,NAT
TP,LIS,NCE
TP,LIS,OPO
TP,LIS,ORY
TP,LIS,OSL
TP,LIS,OTP
TP,LIS,PDL
TP,LIS,PHL
TP,LIS,PIX
TP,LIS,POA
TP,LIS,PRG
TP,LIS,PXO
TP,LIS,RAI
TP,LIS,RAK
TP,LIS,REC
TP,LIS,SID
TP,LIS,SMA
TP,LIS,SSA
TP,LIS,SVQ
TP,LIS,SXF
TP,LIS,TER
TP,LIS,TLS
TP,LIS,TMS
TP,LIS,TNG
TP,LIS,VCE
TP,LIS,VCP
TP,LIS,VIE
TP,LIS,VLC
TP,LIS,VXE
TP,LIS,WAW
TP,LIS,YYZ
TP,LIS,ZRH
TP,LUX,LIS
TP,LUX,OPO
TP,LYS,LIS
TP,MAD,LIS
TP,MAD,OPO
TP,MAN,LIS
TP,MIA,LIS
TP,MPM,LIS
TP,MRS,LIS
TP,MUC,FAO
TP,MUC,LIS
TP,MXP,LIS
TP,MXP,OPO
TP,NAT,LIS
TP,NCE,LIS
TP,OPO,AMS
TP,OPO,BCN
TP,OPO,BRU
TP,OPO,CCS
TP,OPO,EWR
TP,OPO,FCO
TP,OPO,FNC
TP,OPO,FRA
TP,OPO,GIG
TP,OPO,GRU
TP,OPO,GVA
TP,OPO,LGW
TP,OPO,LIS
TP,OPO,LUX
TP,OPO,MAD
TP,OPO,MXP
TP,OPO,ORY
TP,OPO,PDL
TP,OPO,TER
TP,OPO,YYZ
TP,OPO,ZRH
TP,ORY,LIS
TP,ORY,OPO
TP,OSL,LIS
TP,OTP,LIS
TP,PDL,BOS
TP,PDL,FNC
TP,PDL,LIS
TP,PDL,OPO
TP,PDL,YYZ
TP,PHL,LIS
TP,PIX,TER
TP,POA,LIS
TP,PRG,LIS
TP,PXO,LIS
TP,RAI,LIS
TP,RAK,LIS
TP,REC,LIS
TP,SID,LIS
TP,SMA,PDL
TP,SSA,LIS
TP,SVQ,LIS
TP,SXF,LIS
TP,TER,LIS
TP,TER,OPO
TP,TLS,LIS
TP,TMS,LIS
TP,TNG,LIS
TP,VCE,LIS
TP,VCP,LIS
TP,VIE,FNC
TP,VIE,LIS
TP,VLC,LIS
TP,VXE,LIS
TP,WAW,LIS
TP,YYZ,LIS
TP,YYZ,OPO
TP,YYZ,PDL
TP,ZAG,BLQ
TP,ZRH,LIS
TP,ZRH,OPO
TR,BDO,SIN
TR,BKK,SIN
TR,BLR,SIN
TR,CAN,SIN
TR,CEB,SIN
TR,CGK,SIN
TR,CNX,SIN
TR,COK,SIN
TR,CRK,SIN
TR,DAC,SIN
TR,DPS,SIN
TR,HAK,SIN
TR,HAN,SIN
TR,HDY,SIN
TR,HKG,SIN
TR,HKT,SIN
TR,HYD,SIN
TR,JOG,SIN
TR,KBV,SIN
TR,KLO,SIN
TR,KUL,SIN
TR,LGK,SIN
TR,LJG,SIN
TR,MAA,SIN
TR,MFM,SIN
TR,MLE,SIN
TR,MNL,SIN
TR,NGB,SIN
TR,PEN,SIN
TR,PER,SIN
TR,PNH,SIN
TR,RGN,SIN
TR,SGN,SIN
TR,SIN,BDO
TR,SIN,BKK
TR,SIN,BLR
TR,SIN,CAN
TR,SIN,CEB
TR,SIN,CGK
TR,SIN,CNX
TR,SIN,COK
TR,SIN,CRK
TR,SIN,DAC
TR,SIN,DPS
TR,SIN,HAK
TR,SIN,HAN
TR,SIN,HDY
TR,SIN,HKG
TR,SIN,HKT
TR,SIN,HYD
TR,SIN,JOG
TR,SIN,KBV
TR,SIN,KLO
TR,SIN,KUL
TR,SIN,LGK
TR,SIN,LJG
TR,SIN,MAA
TR,SIN,MFM
TR,SIN,MLE
TR,SIN,MNL
TR,SIN,NGB
TR,SIN,PEN
TR,SIN,PER
TR,SIN,PNH
TR,SIN,RGN
TR,SIN,SGN
TR,SIN,SUB
TR,SIN,SZX
TR,SIN,TPE
TR,SIN,TRV
TR,SIN,TRZ
TR,SUB,SIN
TR,SZX,SIN
TR,TPE,SIN
TR,TRV,SIN
TR,TRZ,SIN
TS,AGP,YUL
TS,AMS,YYC
TS,AMS,YYZ
TS,ATH,YUL
TS,ATH,YYZ
TS,AZS,YUL
TS,BCN,YUL
TS,BCN,YYZ
TS,BOD,YUL
TS,BRU,YUL
TS,CCC,YHZ
TS,CCC,YUL
TS,CDG,YQB
TS,CDG,YUL
TS,CDG,YYZ
TS,CUN,YHZ
TS,CUN,YQB
TS,CUN,YUL
TS,CUN,YVR
TS,CUN,YYC
TS,CUN,YYZ
TS,DUB,YYZ
TS,FCO,YUL
TS,FCO,YYZ
TS,FLL,YUL
TS,FLL,YYZ
TS,FRA,YYC
TS,GLA,YYC
TS,GLA,YYZ
TS,HOG,YUL
TS,HOG,YYZ
TS,LGW,YUL
TS,LGW,YVR
TS,LGW,YYC
TS,LGW,YYZ
TS,LIS,YUL
TS,LIS,YYZ
TS,LRM,YHZ
TS,LYS,YUL
TS,MAN,YVR
TS,MAN,YYC
TS,MAN,YYZ
TS,MBJ,YHZ
TS,MBJ,YUL
TS,MBJ,YYZ
TS,MCO,YHZ
TS,MCO,YQM
TS,MCO,YUL
TS,MCO,YYT
TS,MCO,YYZ
TS,MRS,YUL
TS,NCE,YUL
TS,OPO,LIS
TS,POP,AZS
TS,POP,LRM
TS,PUJ,YHZ
TS,PUJ,YQB
TS,PUJ,YUL
TS,PUJ,YYZ
TS,PVR,YUL
TS,PVR,YVR
TS,SNU,CCC
TS,SNU,YUL
TS,SNU,YYZ
TS,TLS,YUL
TS,VCE,YUL
TS,VCE,YYZ
TS,VRA,SNU
TS,VRA,YHZ
TS,VRA,YUL
TS,VRA,YYZ
TS,YHZ,MCO
TS,YQB,CDG
TS,YQB,PUJ
TS,YQB,YUL
TS,YQM,MCO
TS,YUL,AGP
TS,YUL,ATH
TS,YUL,BCN
TS,YUL,BOD
TS,YUL,BRU
TS,YUL,CCC
TS,YUL,CDG
TS,YUL,CUN
TS,YUL,FCO
TS,YUL,FLL
TS,YUL,HOG
TS,YUL,LGW
TS,YUL,LIS
TS,YUL,LYS
TS,YUL,MBJ
TS,YUL,MCO
TS,YUL,MRS
TS,YUL,NCE
TS,YUL,POP
TS,YUL,PUJ
TS,YUL,PVR
TS,YUL,SNU
TS,YUL,TLS
TS,YUL,VCE
TS,YUL,VRA
TS,YUL,YQB
TS,YUL,YYZ
TS,YVR,CUN
TS,YVR,LGW
TS,YVR,MAN
TS,YVR,PVR
TS,YVR,YYC
TS,YYC,AMS
TS,YYC,FRA
TS,YYC,GLA
TS,YYC,LGW
TS,YYC,MAN
TS,YYC,YEG
TS,YYC,YVR
TS,YYT,MCO
TS,YYZ,AMS
TS,YYZ,ATH
TS,YYZ,BCN
TS,YYZ,CDG
TS,YYZ,CUN
TS,YYZ,DUB
TS,YYZ,FCO
TS,YYZ,FLL
TS,YYZ,GLA
TS,YYZ,HOG
TS,YYZ,LGW
TS,YYZ,LIS
TS,YYZ,MAN
TS,YYZ,MBJ
TS,YYZ,MCO
TS,YYZ,OPO
TS,YYZ,PUJ
TS,YYZ,SNU
TS,YYZ,VCE
TS,YYZ,VRA
TS,YYZ,YQB
TS,YYZ,YUL
TT,ADL,BNE
TT,ADL,MEL
TT,ADL,SYD
TT,ASP,MEL
TT,ASP,SYD
TT,BNE,ADL
TT,BNE,CNS
TT,BNE,DRW
TT,BNE,MEL
TT,BNE,SYD
TT,CFS,SYD
TT,CNS,BNE
TT,CNS,MEL
TT,CNS,SYD
TT,DRW,BNE
TT,HBA,MEL
TT,MCY,MEL
TT,MEL,ADL
TT,MEL,ASP
TT,MEL,BNE
TT,MEL,CNS
TT,MEL,HBA
TT,MEL,MCY
TT,MEL,MKY
TT,MEL,OOL
TT,MEL,PER
TT,MEL,SYD
TT,MKY,MEL
TT,OOL,MEL
TT,OOL,SYD
TT,PER,MEL
TT,PER,SYD
TT,PPP,SYD
TT,SYD,ADL
TT,SYD,ASP
TT,SYD,BNE
TT,SYD,CFS
TT,SYD,CNS
TT,SYD,MEL
TT,SYD,OOL
TT,SYD,PER
TT,SYD,PPP
TU,ABJ,TUN
TU,ALG,TUN
TU,AMS,TUN
TU,BCN,TUN
TU,BEG,TUN
TU,BEN,TUN
TU,BEY,TUN
TU,BKO,TUN
TU,BLQ,TUN
TU,BOD,TUN
TU,BRU,DJE
TU,BRU,MIR
TU,BRU,TUN
TU,BSL,DJE
TU,CAI,TUN
TU,CMN,TUN
TU,DJE,BRU
TU,DJE,BSL
TU,DJE,DUS
TU,DJE,FRA
TU,DJE,GVA
TU,DJE,HAM
TU,DJE,LYS
TU,DJE,MRS
TU,DJE,MUC
TU,DJE,NCE
TU,DJE,NTE
TU,DJE,ORY
TU,DJE,SXB
TU,DJE,SXF
TU,DJE,ZRH
TU,DKR,TUN
TU,DME,TUN
TU,DUS,DJE
TU,DUS,NBE
TU,DUS,TUN
TU,DXB,TUN
TU,FCO,TUN
TU,FRA,DJE
TU,FRA,NBE
TU,FRA,TUN
TU,GVA,DJE
TU,GVA,MIR
TU,GVA,TUN
TU,HAM,DJE
TU,HAM,NBE
TU,IST,TUN
TU,JED,TUN
TU,KWI,TUN
TU,LAQ,TUN
TU,LHR,TUN
TU,LIS,TUN
TU,LYS,DJE
TU,LYS,MIR
TU,LYS,TUN
TU,MAD,DJE
TU,MAD,TUN
TU,MED,TUN
TU,MIR,BRU
TU,MIR,GVA
TU,MIR,LYS
TU,MIR,MRS
TU,MIR,NCE
TU,MIR,ORY
TU,MRA,TUN
TU,MRS,DJE
TU,MRS,MIR
TU,MRS,TUN
TU,MUC,DJE
TU,MUC,NBE
TU,MUC,TUN
TU,MXP,TUN
TU,NBE,DUS
TU,NBE,FRA
TU,NBE,HAM
TU,NBE,MUC
TU,NBE,SXF
TU,NBE,ZRH
TU,NCE,DJE
TU,NCE,MIR
TU,NCE,TUN
TU,NKC,TUN
TU,NTE,DJE
TU,NTE,TUN
TU,ORN,TUN
TU,ORY,DJE
TU,ORY,MIR
TU,ORY,TOE
TU,ORY,TUN
TU,OUA,TUN
TU,PMO,TUN
TU,SXB,DJE
