Airline ID,Departure,Destination
4U,BUD,CGN
4U,BUD,HAM
4U,BUD,STR
4U,CAG,CGN
4U,CAG,DUS
4U,CAG,STR
4U,CDG,HAM
4U,CFU,CGN
4U,CFU,DRS
4U,CFU,STR
4U,CGN,ALG
4U,CGN,ARN
4U,CGN,ATH
4U,CGN,AYT
4U,CGN,BCN
4U,CGN,BIA
4U,CGN,BLQ
4U,CGN,BRI
4U,CGN,BUD
4U,CGN,CAG
4U,CGN,CFU
4U,CGN,CLY
4U,CGN,CTA
4U,CGN,DBV
4U,CGN,DRS
4U,CGN,DUB
4U,CGN,EDI
4U,CGN,FAO
4U,CGN,FCO
4U,CGN,FDH
4U,CGN,HAM
4U,CGN,HDF
4U,CGN,HER
4U,CGN,IBZ
4U,CGN,JMK
4U,CGN,JTR
4U,CGN,KGS
4U,CGN,KLU
4U,CGN,KVA
4U,CGN,LEJ
4U,CGN,LHR
4U,CGN,LIS
4U,CGN,LPA
4U,CGN,MAN
4U,CGN,MXP
4U,CGN,NAP
4U,CGN,NCE
4U,CGN,NDR
4U,CGN,OLB
4U,CGN,PMI
4U,CGN,PMO
4U,CGN,PRG
4U,CGN,PSA
4U,CGN,PUY
4U,CGN,RAK
4U,CGN,RHO
4U,CGN,RJK
4U,CGN,RLG
4U,CGN,SAW
4U,CGN,SJJ
4U,CGN,SKG
4U,CGN,SPU
4U,CGN,STN
4U,CGN,SUF
4U,CGN,SZG
4U,CGN,TLV
4U,CGN,TUN
4U,CGN,TXL
4U,CGN,VCE
4U,CGN,VIE
4U,CGN,VRN
4U,CGN,WAW
4U,CGN,XRY
4U,CGN,ZAD
4U,CGN,ZAG
4U,CGN,ZRH
4U,CLY,CGN
4U,CTA,CGN
4U,CTA,DUS
4U,CTA,HAJ
4U,CTA,HAM
4U,CTA,STR
4U,CTA,TXL
4U,CWL,DUS
4U,DBV,CGN
4U,DBV,DUS
4U,DBV,HAJ
4U,DBV,HAM
4U,DBV,STR
4U,DBV,TXL
4U,DRS,CFU
4U,DRS,CGN
4U,DRS,DUS
4U,DRS,STR
4U,DTM,HDF
4U,DTM,MUC
4U,DTM,PMI
4U,DTM,SAW
4U,DTM,SPU
4U,DUB,CGN
4U,DUB,DUS
4U,DUS,AOI
4U,DUS,ARN
4U,DUS,BCN
4U,DUS,BIA
4U,DUS,BIO
4U,DUS,BRI
4U,DUS,BSL
4U,DUS,CAG
4U,DUS,CTA
4U,DUS,CWL
4U,DUS,DBV
4U,DUS,DRS
4U,DUS,DUB
4U,DUS,GVA
4U,DUS,HDF
4U,DUS,HER
4U,DUS,IBZ
4U,DUS,KTW
4U,DUS,LEJ
4U,DUS,LYS
4U,DUS,MAD
4U,DUS,MPL
4U,DUS,MXP
4U,DUS,NQY
4U,DUS,NUE
4U,DUS,OLB
4U,DUS,PMI
4U,DUS,POZ
4U,DUS,PRG
4U,DUS,PRN
4U,DUS,SKG
4U,DUS,SPU
4U,DUS,SUF
4U,DUS,TRN
4U,DUS,VCE
4U,DUS,WAW
4U,DUS,WRO
4U,DUS,ZAD
4U,EDI,CGN
4U,FAO,CGN
4U,FAO,HAM
4U,FAO,STR
4U,FCO,CGN
4U,FCO,HAJ
4U,FCO,HAM
4U,FCO,STR
4U,FCO,TXL
4U,FDH,CGN
4U,FKB,HAM
4U,FMM,HAM
4U,FMM,TXL
4U,FRA,HDF
4U,GVA,DUS
4U,GVA,HAM
4U,HAJ,BCN
4U,HAJ,CTA
4U,HAJ,DBV
4U,HAJ,FCO
4U,HAJ,HER
4U,HAJ,MXP
4U,HAJ,NAP
4U,HAJ,PMI
4U,HAJ,PRN
4U,HAJ,SAW
4U,HAJ,SKG
4U,HAJ,SPU
4U,HAJ,STN
4U,HAJ,STR
4U,HAJ,SUF
4U,HAJ,VCE
4U,HAJ,VIE
4U,HAM,AMS
4U,HAM,ARN
4U,HAM,BCN
4U,HAM,BGO
4U,HAM,BHX
4U,HAM,BIA
4U,HAM,BUD
4U,HAM,CDG
4U,HAM,CGN
4U,HAM,CTA
4U,HAM,DBV
4U,HAM,FAO
4U,HAM,FCO
4U,HAM,FKB
4U,HAM,FMM
4U,HAM,GVA
4U,HAM,HER
4U,HAM,KLU
4U,HAM,LHR
4U,HAM,MAD
4U,HAM,MAN
4U,HAM,MXP
4U,HAM,NAP
4U,HAM,NCE
4U,HAM,NUE
4U,HAM,OLB
4U,HAM,OSL
4U,HAM,PMI
4U,HAM,PRG
4U,HAM,PRN
4U,HAM,RJK
4U,HAM,SAW
4U,HAM,SKG
4U,HAM,SPU
4U,HAM,STR
4U,HAM,TLS
4U,HAM,VCE
4U,HAM,VIE
4U,HAM,VRN
4U,HAM,ZRH
4U,HDF,CGN
4U,HDF,DTM
4U,HDF,DUS
4U,HDF,FRA
4U,HDF,STR
4U,HEL,TXL
4U,HER,CGN
4U,HER,DUS
4U,HER,HAJ
4U,HER,HAM
4U,HER,STR
4U,HER,TXL
4U,IBZ,CGN
4U,IBZ,DUS
4U,IBZ,STR
4U,IBZ,TXL
4U,JMK,CGN
4U,JTR,CGN
4U,KGS,CGN
4U,KLU,CGN
4U,KLU,HAM
4U,KLU,TXL
4U,KRK,STR
4U,KTW,DUS
4U,KVA,CGN
4U,KVA,STR
4U,LEJ,CGN
4U,LEJ,DUS
4U,LEJ,STR
4U,LHR,CGN
4U,LHR,HAM
4U,LHR,STR
4U,LHR,TXL
4U,LIN,TXL
4U,LIS,CGN
4U,LIS,STR
4U,LPA,CGN
4U,LYS,DUS
4U,MAD,DUS
4U,MAD,HAM
4U,MAN,CGN
4U,MAN,HAM
4U,MPL,DUS
4U,MUC,DTM
4U,MXP,CGN
4U,MXP,DUS
4U,MXP,HAJ
4U,MXP,HAM
4U,MXP,STR
4U,NAP,CGN
4U,NAP,HAJ
4U,NAP,HAM
4U,NAP,STR
4U,NCE,CGN
4U,NCE,HAM
4U,NCE,TXL
4U,NDR,CGN
4U,NQY,DUS
4U,NUE,DUS
4U,NUE,HAM
4U,NUE,TXL
4U,OLB,CGN
4U,OLB,DUS
4U,OLB,HAM
4U,OLB,STR
4U,OSL,HAM
4U,PMI,CGN
4U,PMI,DTM
4U,PMI,DUS
4U,PMI,HAJ
4U,PMI,HAM
4U,PMI,STR
4U,PMI,TXL
4U,PMO,CGN
4U,POZ,DUS
4U,PRG,CGN
4U,PRG,DUS
4U,PRG,HAM
4U,PRN,DUS
4U,PRN,HAJ
4U,PRN,HAM
4U,PRN,STR
4U,PRN,TXL
4U,PSA,CGN
4U,PUY,CGN
4U,RAK,CGN
4U,RHO,CGN
4U,RJK,CGN
4U,RJK,HAM
4U,RJK,STR
4U,RLG,CGN
4U,RLG,STR
4U,SAW,CGN
4U,SAW,DTM
4U,SAW,HAJ
4U,SAW,HAM
4U,SAW,STR
4U,SAW,TXL
4U,SJJ,CGN
4U,SJJ,STR
4U,SJJ,TXL
4U,SKG,CGN
4U,SKG,DUS
4U,SKG,HAJ
4U,SKG,HAM
4U,SKG,STR
4U,SPU,CGN
4U,SPU,DTM
4U,SPU,DUS
4U,SPU,HAJ
4U,SPU,HAM
4U,SPU,STR
4U,SPU,TXL
4U,STN,CGN
4U,STN,HAJ
4U,STN,STR
4U,STR,AGP
4U,STR,ATH
4U,STR,BCN
4U,STR,BDS
4U,STR,BEG
4U,STR,BIA
4U,STR,BIO
4U,STR,BRE
4U,STR,BRI
4U,STR,BRU
4U,STR,BUD
4U,STR,CAG
4U,STR,CFU
4U,STR,CTA
4U,STR,DBV
4U,STR,DRS
4U,STR,FAO
4U,STR,FCO
4U,STR,HAJ
4U,STR,HAM
4U,STR,HDF
4U,STR,HER
4U,STR,IBZ
4U,STR,KRK
4U,STR,KVA
4U,STR,LEJ
4U,STR,LHR
4U,STR,LIS
4U,STR,MXP
4U,STR,NAP
4U,STR,OLB
4U,STR,PMI
4U,STR,PRN
4U,STR,RJK
4U,STR,RLG
4U,STR,SAW
4U,STR,SJJ
4U,STR,SKG
4U,STR,SPU
4U,STR,STN
4U,STR,SUF
4U,STR,TXL
4U,STR,VIE
4U,STR,ZAD
4U,STR,ZAG
4U,SUF,CGN
4U,SUF,DUS
4U,SUF,HAJ
4U,SUF,STR
4U,SZG,CGN
4U,TLS,HAM
4U,TLV,CGN
4U,TRN,DUS
4U,TUN,CGN
4U,TXL,AGP
4U,TXL,AOI
4U,TXL,BHX
4U,TXL,BIA
4U,TXL,BLQ
4U,TXL,CGN
4U,TXL,CTA
4U,TXL,DBV
4U,TXL,FCO
4U,TXL,FMM
4U,TXL,HEL
4U,TXL,HER
4U,TXL,IBZ
4U,TXL,KLU
4U,TXL,LHR
4U,TXL,LIN
4U,TXL,NCE
4U,TXL,NUE
4U,TXL,PMI
4U,TXL,PRN
4U,TXL,SAW
4U,TXL,SJJ
4U,TXL,SPU
4U,TXL,STR
4U,TXL,VIE
4U,TXL,VRN
4U,TXL,ZAD
4U,VCE,CGN
4U,VCE,DUS
4U,VCE,HAJ
4U,VCE,HAM
4U,VIE,CGN
4U,VIE,HAJ
4U,VIE,HAM
4U,VIE,STR
4U,VIE,TXL
4U,VRN,CGN
4U,VRN,HAM
4U,VRN,TXL
4U,WAW,CGN
4U,WAW,DUS
4U,WRO,DUS
4U,XRY,CGN
4U,ZAD,CGN
4U,ZAD,DUS
4U,ZAD,STR
4U,ZAD,TXL
4U,ZAG,CGN
4U,ZAG,STR
4U,ZRH,CGN
4U,ZRH,HAM
4W,AKP,FAI
4W,BTT,AKP
4W,BTT,CXF
4W,CEM,IRC
4W,CIK,FAI
4W,CIK,FYU
4W,CXF,AKP
4W,FAI,BTT
4W,FAI,CEM
4W,FAI,CIK
4W,FAI,FYU
4W,FAI,MLY
4W,FAI,RMP
4W,FAI,SVS
4W,FAI,TAL
4W,FAI,WBQ
4W,FYU,CIK
4W,FYU,FAI
4W,IRC,FAI
4W,MLY,MNT
4W,MNT,FAI
4W,RMP,FAI
4W,SVS,FAI
4W,SVS,WBQ
4W,TAL,FAI
4W,WBQ,FAI
4W,WBQ,SVS
4Y,AKI,TLT
4Y,ATT,KUK
4Y,BET,ATT
4Y,BET,EEK
4Y,BET,GNU
4Y,BET,KPN
4Y,BET,KWN
4Y,BET,KWT
4Y,BET,MLL
4Y,BET,NME
4Y,BET,WNA
4Y,BET,WTL
4Y,CYF,BET
4Y,EEK,BET
4Y,EEK,KWN
4Y,GNU,PTU
4Y,KKH,KWK
4Y,KKI,AKI
4Y,KPN,CYF
4Y,KUK,NUP
4Y,KWK,BET
4Y,KWN,BET
4Y,KWN,EEK
4Y,KWT,KKI
4Y,MLL,PQS
4Y,NME,OOK
4Y,NUP,BET
4Y,OOK,TNK
4Y,PKA,BET
4Y,PQS,BET
4Y,PTU,BET
4Y,TLT,BET
4Y,TNK,WWT
4Y,WNA,PKA
4Y,WTL,KKH
4Y,WWT,BET
5C,BOC,SJO
5C,DRK,SJO
5C,FON,XQP
5C,GLF,PJM
5C,LIR,SJO
5C,LIR,SYQ
5C,LIR,TNO
5C,MGA,SJO
5C,NOB,TMU
5C,PJM,SJO
5C,PMZ,SJO
5C,SJO,BOC
5C,SJO,DRK
5C,SJO,FON
5C,SJO,GLF
5C,SJO,MGA
5C,SJO,NOB
5C,SJO,PJM
5C,SJO,TMU
5C,SJO,TNO
5C,SJO,TTQ
5C,SJO,XQP
5C,SYQ,LIR
5C,TMU,SJO
5C,TNO,LIR
5C,TNO,SJO
5C,TTQ,SJO
5C,XQP,PMZ
5C,XQP,SJO
5G,ACC,KMS
5G,KMS,ACC
5H,EDL,LOK
5H,EDL,NBO
5H,JUB,NBO
5H,KIS,EDL
5H,KIS,NBO
5H,LAU,MYD
5H,LOK,EDL
5H,MBA,NBO
5H,MBA,ZNZ
5H,MYD,LAU
5H,MYD,NBO
5H,NBO,EDL
5H,NBO,JUB
5H,NBO,KIS
5H,NBO,LOK
5H,NBO,MBA
5H,NBO,MYD
5H,ZNZ,MBA
5J,BCD,CEB
5J,BCD,CGY
5J,BCD,DVO
5J,BCD,MNL
5J,BKI,MNL
5J,BKK,MNL
5J,BWN,MNL
5J,BXU,CEB
5J,BXU,MNL
5J,CAN,MNL
5J,CBO,MNL
5J,CEB,BCD
5J,CEB,BXU
5J,CEB,CGM
5J,CEB,CGY
5J,CEB,CRK
5J,CEB,DGT
5J,CEB,DPL
5J,CEB,DVO
5J,CEB,GES
5J,CEB,HKG
5J,CEB,IAO
5J,CEB,ICN
5J,CEB,ILO
5J,CEB,KLO
5J,CEB,LGP
5J,CEB,MNL
5J,CEB,MPH
5J,CEB,OZC
5J,CEB,PAG
5J,CEB,PPS
5J,CEB,PUS
5J,CEB,SIN
5J,CEB,SUG
5J,CEB,TAC
5J,CEB,USU
5J,CEB,ZAM
5J,CGK,MNL
5J,CGM,CEB
5J,CGY,BCD
5J,CGY,CEB
5J,CGY,DVO
5J,CGY,ILO
5J,CGY,MNL
5J,CRK,CEB
5J,CRK,HKG
5J,CRK,MFM
5J,CRK,SIN
5J,CYZ,MNL
5J,DGT,CEB
5J,DGT,MNL
5J,DPL,CEB
5J,DPL,DVO
5J,DPL,MNL
5J,DPS,MNL
5J,DVO,BCD
5J,DVO,CEB
5J,DVO,CGY
5J,DVO,DPL
5J,DVO,ILO
5J,DVO,MNL
5J,DVO,PPS
5J,DVO,ZAM
5J,DXB,MNL
5J,GES,CEB
5J,GES,ILO
5J,GES,MNL
5J,HAN,MNL
5J,HKG,CEB
5J,HKG,CRK
5J,HKG,ILO
5J,HKG,MNL
5J,HKT,MNL
5J,IAO,CEB
5J,ICN,CEB
5J,ICN,KLO
5J,ICN,MNL
5J,ILO,CEB
5J,ILO,CGY
5J,ILO,DVO
5J,ILO,GES
5J,ILO,HKG
5J,ILO,MNL
5J,ILO,PPS
5J,ILO,SIN
5J,KIX,MNL
5J,KLO,CEB
5J,KLO,ICN
5J,KLO,MNL
5J,KUL,MNL
5J,LAO,MNL
5J,LGP,CEB
5J,LGP,MNL
5J,MFM,CRK
5J,MFM,MNL
5J,MNL,BCD
5J,MNL,BKI
5J,MNL,BKK
5J,MNL,BWN
5J,MNL,BXU
5J,MNL,CAN
5J,MNL,CBO
5J,MNL,CEB
5J,MNL,CGK
5J,MNL,CGY
5J,MNL,CYZ
5J,MNL,DGT
5J,MNL,DPL
5J,MNL,DPS
5J,MNL,DVO
5J,MNL,DXB
5J,MNL,GES
5J,MNL,HAN
5J,MNL,HKG
5J,MNL,HKT
5J,MNL,ICN
5J,MNL,ILO
5J,MNL,KIX
5J,MNL,KLO
5J,MNL,KUL
5J,MNL,LAO
5J,MNL,LGP
5J,MNL,MFM
5J,MNL,MPH
5J,MNL,NGO
5J,MNL,NRT
5J,MNL,OZC
5J,MNL,PAG
5J,MNL,PEK
5J,MNL,PPS
5J,MNL,PUS
5J,MNL,PVG
5J,MNL,REP
5J,MNL,RXS
5J,MNL,SGN
5J,MNL,SIN
5J,MNL,SJI
5J,MNL,TAC
5J,MNL,TAG
5J,MNL,TPE
5J,MNL,TUG
5J,MNL,USU
5J,MNL,VRC
5J,MNL,WNP
5J,MNL,XMN
5J,MNL,ZAM
5J,MPH,CEB
5J,MPH,MNL
5J,NGO,MNL
5J,NRT,MNL
5J,OZC,CEB
5J,OZC,MNL
5J,PAG,CEB
5J,PAG,MNL
5J,PEK,MNL
5J,PPS,CEB
5J,PPS,DVO
5J,PPS,ILO
5J,PPS,MNL
5J,PUS,CEB
5J,PUS,MNL
5J,PVG,MNL
5J,REP,MNL
5J,RXS,MNL
5J,SGN,MNL
5J,SIN,CEB
5J,SIN,CRK
5J,SIN,ILO
5J,SIN,MNL
5J,SJI,MNL
5J,SUG,CEB
5J,TAC,CEB
5J,TAC,MNL
5J,TAG,MNL
5J,TPE,MNL
5J,TUG,MNL
5J,USU,CEB
5J,USU,MNL
5J,VRC,MNL
5J,WNP,MNL
5J,XMN,MNL
5J,ZAM,CEB
5J,ZAM,DVO
5J,ZAM,MNL
5M,ANU,NEV
5M,NEV,ANU
5N,ARH,CSH
5N,ARH,LED
5N,ARH,MMK
5N,ARH,NNM
5N,ARH,SVO
5N,ARH,USK
5N,CSH,ARH
5N,LED,ARH
5N,LED,MMK
5N,LED,SCW
5N,MMK,ARH
5N,MMK,LED
5N,MMK,SVO
5N,MMK,TOS
5N,NNM,ARH
5N,SCW,LED
5N,SCW,SVO
5N,SVO,ARH
5N,SVO,MMK
5N,SVO,SCW
5N,TOS,MMK
5N,USK,ARH
5P,ANF,IQQ
5P,CCP,SCL
5P,IQQ,SCL
5P,SCL,ANF
5Q,AEP,MVD
5Q,AEP,PDP
5Q,ASU,MVD
5Q,CWB,MVD
5Q,EZE,MVD
5Q,GIG,MVD
5Q,GRU,MVD
5Q,MVD,AEP
5Q,MVD,ASU
5Q,MVD,CWB
5Q,MVD,EZE
5Q,MVD,GIG
5Q,MVD,GRU
5Q,MVD,POA
5Q,MVD,SCL
5Q,PDP,AEP
5Q,POA,MVD
5Q,SCL,MVD
5T,YBK,YCS
5T,YBK,YXN
5T,YCB,YCO
5T,YCB,YYH
5T,YCB,YZF
5T,YCO,YCB
5T,YCO,YZF
5T,YCS,YBK
5T,YCS,YRT
5T,YCY,YFB
5T,YCY,YIO
5T,YEG,YZF
5T,YEK,YXN
5T,YEK,YYQ
5T,YEV,YVQ
5T,YFB,YCY
5T,YFB,YGT
5T,YFB,YOW
5T,YFB,YRT
5T,YFB,YTE
5T,YFB,YUX
5T,YFB,YXP
5T,YGT,YFB
5T,YGT,YIO
5T,YGT,YUX
5T,YHK,YYH
5T,YHK,YZF
5T,YIO,YCY
5T,YIO,YGT
5T,YOW,YFB
5T,YRT,YBK
5T,YRT,YCS
5T,YRT,YEK
5T,YRT,YFB
5T,YRT,YUT
5T,YRT,YYQ
5T,YRT,YZF
5T,YRT,YZS
5T,YTE,YFB
5T,YTH,YYQ
5T,YUX,YFB
5T,YUX,YGT
5T,YVM,YXP
5T,YVQ,YEV
5T,YVQ,YZF
5T,YWG,YRT
5T,YWG,YYQ
5T,YXN,YRT
5T,YXP,YFB
5T,YXP,YVM
5T,YYH,YCB
5T,YYH,YHK
5T,YYQ,YEK
5T,YYQ,YRT
5T,YYQ,YTH
5T,YYQ,YWG
5T,YZF,YCB
5T,YZF,YCO
5T,YZF,YEG
5T,YZF,YHK
5T,YZF,YRT
5T,YZF,YVQ
5T,YZF,YYH
5T,YZS,YRT
5T,YZS,YUT
5U,BZE,FRS
5U,FRS,BZE
5U,FRS,GUA
5U,GUA,FRS
5U,GUA,SAP
5U,GUA,TGU
5U,RTB,GUA
5U,SAP,GUA
5U,TGU,GUA
5Z,CPT,PBZ
5Z,ELL,JNB
5Z,JNB,ELL
5Z,JNB,MGH
5Z,MGH,JNB
5Z,PBZ,CPT
5Z,PBZ,JNB
6E,AMD,BLR
6E,AMD,BOM
6E,AMD,CCU
6E,AMD,DEL
6E,AMD,GOI
6E,AMD,HYD
6E,AMD,JAI
6E,AMD,MAA
6E,AMD,PNQ
6E,BBI,BLR
6E,BBI,BOM
6E,BBI,CCU
6E,BBI,DEL
6E,BBI,HYD
6E,BBI,VTZ
6E,BDQ,BOM
6E,BDQ,DEL
6E,BKK,CCU
6E,BKK,DEL
6E,BLR,AMD
6E,BLR,BBI
6E,BLR,BOM
6E,BLR,CCU
6E,BLR,COK
6E,BLR,DEL
6E,BLR,GAU
6E,BLR,GOI
6E,BLR,HYD
6E,BLR,JAI
6E,BLR,LKO
6E,BLR,MAA
6E,BLR,NAG
6E,BLR,PNQ
6E,BLR,TRV
6E,BLR,VTZ
6E,BOM,AMD
6E,BOM,BBI
6E,BOM,BDQ
6E,BOM,BLR
6E,BOM,CCU
6E,BOM,CJB
6E,BOM,COK
6E,BOM,DEL
6E,BOM,DXB
6E,BOM,GAU
6E,BOM,GOI
6E,BOM,HYD
6E,BOM,IDR
6E,BOM,IXC
6E,BOM,IXJ
6E,BOM,JAI
6E,BOM,LKO
6E,BOM,MAA
6E,BOM,MCT
6E,BOM,NAG
6E,BOM,PAT
6E,BOM,SXR
6E,BOM,TRV
6E,CCU,AMD
6E,CCU,BBI
6E,CCU,BKK
6E,CCU,BLR
6E,CCU,BOM
6E,CCU,DEL
6E,CCU,DIB
6E,CCU,GAU
6E,CCU,HYD
6E,CCU,IMF
6E,CCU,IXA
6E,CCU,IXB
6E,CCU,IXR
6E,CCU,JAI
6E,CCU,MAA
6E,CCU,NAG
6E,CCU,PAT
6E,CCU,PNQ
6E,CCU,RPR
6E,CJB,BOM
6E,CJB,DEL
6E,CJB,MAA
6E,COK,BLR
6E,COK,BOM
6E,COK,DEL
6E,COK,DXB
6E,COK,HYD
6E,COK,MAA
6E,COK,TRV
6E,DEL,AMD
6E,DEL,BBI
6E,DEL,BDQ
6E,DEL,BKK
6E,DEL,BLR
6E,DEL,BOM
6E,DEL,CCU
6E,DEL,CJB
6E,DEL,COK
6E,DEL,DIB
6E,DEL,DXB
6E,DEL,GAU
6E,DEL,GOI
6E,DEL,HYD
6E,DEL,IDR
6E,DEL,IXB
6E,DEL,IXJ
6E,DEL,IXR
6E,DEL,KTM
6E,DEL,LKO
6E,DEL,MAA
6E,DEL,NAG
6E,DEL,PAT
6E,DEL,PNQ
6E,DEL,RPR
6E,DEL,SXR
6E,DEL,VNS
6E,DIB,CCU
6E,DIB,GAU
6E,DXB,BOM
6E,DXB,COK
6E,DXB,DEL
6E,DXB,HYD
6E,DXB,MAA
6E,DXB,TRV
6E,GAU,BLR
6E,GAU,BOM
6E,GAU,CCU
6E,GAU,DEL
6E,GAU,IMF
6E,GAU,IXA
6E,GAU,IXB
6E,GOI,AMD
6E,GOI,BLR
6E,GOI,BOM
6E,GOI,DEL
6E,GOI,HYD
6E,HYD,AMD
6E,HYD,BBI
6E,HYD,BLR
6E,HYD,BOM
6E,HYD,CCU
6E,HYD,COK
6E,HYD,DEL
6E,HYD,DXB
6E,HYD,GOI
6E,HYD,JAI
6E,HYD,MAA
6E,HYD,PNQ
6E,HYD,RPR
6E,HYD,VTZ
6E,IDR,BOM
6E,IDR,DEL
6E,IDR,NAG
6E,IDR,RPR
6E,IMF,CCU
6E,IMF,GAU
6E,IMF,IXA
6E,IXA,CCU
6E,IXA,GAU
6E,IXA,IMF
6E,IXB,CCU
6E,IXB,DEL
6E,IXB,GAU
6E,IXC,BOM
6E,IXJ,DEL
6E,IXJ,SXR
6E,IXR,BOM
6E,IXR,CCU
6E,IXR,DEL
6E,IXR,PAT
6E,JAI,AMD
6E,JAI,BLR
6E,JAI,BOM
6E,JAI,CCU
6E,JAI,HYD
6E,KTM,DEL
6E,LKO,BLR
6E,LKO,BOM
6E,LKO,DEL
6E,LKO,PAT
6E,MAA,AMD
6E,MAA,BLR
6E,MAA,BOM
6E,MAA,CCU
6E,MAA,CJB
6E,MAA,COK
6E,MAA,DEL
6E,MAA,DXB
6E,MAA,HYD
6E,MAA,PNQ
6E,MAA,SIN
6E,MAA,TRV
6E,MAA,VTZ
6E,MCT,BOM
6E,NAG,BLR
6E,NAG,BOM
6E,NAG,CCU
6E,NAG,DEL
6E,NAG,IDR
6E,NAG,PNQ
6E,PAT,CCU
6E,PAT,DEL
6E,PAT,IXR
6E,PAT,LKO
6E,PNQ,AMD
6E,PNQ,BLR
6E,PNQ,CCU
6E,PNQ,DEL
6E,PNQ,HYD
6E,PNQ,MAA
6E,PNQ,NAG
6E,RPR,CCU
6E,RPR,DEL
6E,RPR,HYD
6E,RPR,IDR
6E,SIN,MAA
6E,SXR,BOM
6E,SXR,DEL
6E,SXR,IXJ
6E,TRV,BLR
6E,TRV,BOM
6E,TRV,COK
6E,TRV,DXB
6E,TRV,MAA
6E,VNS,DEL
6E,VTZ,BBI
6E,VTZ,BLR
6E,VTZ,HYD
6E,VTZ,MAA
6H,ETH,SDV
6H,ETH,TLV
6H,FCO,TLV
6H,NCE,TLV
6H,SDV,ETH
6H,SXF,TLV
6H,TBS,TLV
6H,TLV,ETH
6H,TLV,FCO
6H,TLV,NCE
6H,TLV,SXF
6H,TLV,TBS
6I,CPH,SGD
6I,SGD,CPH
6L,YEV,YHI
6L,YEV,YPC
6L,YEV,YSY
6L,YEV,YUB
6L,YEV,ZFM
6L,YHI,YEV
6L,YHI,YSY
6L,YPC,YEV
6L,YSY,YEV
6L,YSY,YHI
6L,YUB,YEV
6L,ZFM,YEV
6R,DME,KRR
6R,DME,LED
6R,DME,MJZ
6R,DME,PYJ
6R,IKT,MJZ
6R,IKT,ULK
6R,KJA,MJZ
6R,KRR,DME
6R,KRR,OVB
6R,LED,DME
6R,LED,OVB
6R,MJZ,DME
6R,MJZ,IKT
6R,MJZ,KJA
6R,MJZ,OVB
6R,MJZ,PYJ
6R,MJZ,YKS
6R,OVB,KRR
6R,OVB,LED
6R,OVB,MJZ
6R,OVB,PYJ
6R,PYJ,DME
6R,PYJ,MJZ
6R,PYJ,OVB
6R,PYJ,YKS
6R,ULK,IKT
6R,ULK,YKS
6R,YKS,MJZ
6R,YKS,PYJ
6R,YKS,ULK
6T,AKY,RGN
6T,AKY,SNW
6T,HEH,MDL
6T,HEH,RGN
6T,KAW,MGZ
6T,MDL,HEH
6T,MDL,NYU
6T,MDL,THL
6T,MGZ,KAW
6T,MGZ,TVY
6T,NYU,MDL
6T,NYU,RGN
6T,RGN,AKY
6T,RGN,HEH
6T,RGN,NYU
6T,RGN,SNW
6T,RGN,TVY
6T,SNW,AKY
6T,SNW,RGN
6T,THL,MDL
6T,TVY,MGZ
6T,TVY,RGN
6W,DME,RTW
6W,EVN,RTW
6W,MRV,RTW
6W,PRG,RTW
6W,RTW,DME
6W,RTW,EVN
6W,RTW,MRV
6W,RTW,PRG
6W,RTW,SVX
6W,SVX,RTW
6Y,RIX,TFS
6Y,TFS,RIX
7C,BKK,ICN
7C,BKK,PUS
7C,CEB,ICN
7C,CEB,PUS
7C,CJJ,CJU
7C,CJU,CJJ
7C,CJU,GMP
7C,CJU,PUS
7C,FUK,ICN
7C,GMP,CJU
7C,GMP,KIX
7C,GMP,NGO
7C,GUM,ICN
7C,HKG,ICN
7C,ICN,BKK
7C,ICN,CEB
7C,ICN,FUK
7C,ICN,GUM
7C,ICN,HKG
7C,ICN,KIX
7C,ICN,MNL
7C,ICN,NGO
7C,ICN,NRT
7C,ICN,TAO
7C,KIX,GMP
7C,KIX,ICN
7C,MNL,ICN
7C,NGO,GMP
7C,NGO,ICN
7C,NRT,ICN
7C,PUS,BKK
7C,PUS,CJU
7C,TAO,ICN
7E,GWT,HAM
7E,HAM,GWT
7F,YAB,YFB
7F,YAB,YRB
7F,YBK,YRT
7F,YBK,YUT
7F,YCB,YCO
7F,YCB,YHK
7F,YCB,YZF
7F,YCO,YCB
7F,YCO,YHI
7F,YCO,YZF
7F,YCS,YRT
7F,YCS,YZS
7F,YCY,YFB
7F,YCY,YIO
7F,YEG,YZF
7F,YEK,YRT
7F,YEK,YXN
7F,YEV,YVQ
7F,YFB,YAB
7F,YFB,YCY
7F,YFB,YGT
7F,YFB,YLC
7F,YFB,YOW
7F,YFB,YRT
7F,YFB,YTE
7F,YFB,YUX
7F,YFB,YVP
7F,YFB,YXP
7F,YFS,YZF
7F,YGT,YFB
7F,YGT,YUX
7F,YHI,YCO
7F,YHK,YCB
7F,YHK,YYH
7F,YHY,YZF
7F,YIO,YCY
7F,YLC,YFB
7F,YOW,YFB
7F,YRB,YAB
7F,YRT,YBK
7F,YRT,YCS
7F,YRT,YEK
7F,YRT,YFB
7F,YRT,YWG
7F,YRT,YXN
7F,YRT,YZF
7F,YTE,YFB
7F,YTE,YZS
7F,YUL,YVP
7F,YUT,YBK
7F,YUX,YFB
7F,YUX,YGT
7F,YVM,YXP
7F,YVP,YFB
7F,YVP,YUL
7F,YVQ,YEV
7F,YVQ,YZF
