Name,City,ISO-3166,Country,IATA,Latitude,Longitude,Key,Hex
Waterbury Oxford Airport,Oxford,US,United States,OXR,41.4786,-73.1352,6091,17CB
Oxnard Airport,Oxnard,US,United States,OZA,34.2008,-119.207,6092,17CC
Ozona Municipal Airport,Ozona,US,United States,OZR,30.7353,-101.203,6093,17CD
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,US,United States,PAE,31.2757,-85.7134,6094,17CE
Snohomish County (Paine Field) Airport,Everett,US,United States,PAH,47.9063,-122.282,6095,17CF
Barkley Regional Airport,PADUCAH,US,United States,PAM,37.0608,-88.7738,6096,17D0
Tyndall Air Force Base,Panama City,US,United States,PAO,30.0696,-85.5754,6097,17D1
Palo Alto Airport of Santa Clara County,Palo Alto,US,United States,PAQ,37.4611,-122.115,6098,17D2
"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,United States,PBF,61.5949,-149.089,6099,17D3
"Pine Bluff Regional Airport, Grider Field",Pine Bluff,US,United States,PBG,34.1731,-91.9356,6100,17D4
Plattsburgh International Airport,Plattsburgh,US,United States,PBI,44.6509,-73.4681,6101,17D5
Palm Beach International Airport,West Palm Beach,US,United States,PCD,26.6832,-80.0956,6102,17D6
Pedro Bay,Pedro Bay,US,United States,PDB,59.7969,-154.13,6103,17D7
Prairie Du Chien Municipal Airport,Prairie du Chien,US,United States,PDK,43.0193,-91.1237,6104,17D8
DeKalb Peachtree Airport,Atlanta,US,United States,PDT,33.8756,-84.302,6105,17D9
Eastern Oregon Regional At Pendleton Airport,Pendleton,US,United States,PDX,45.6951,-118.841,6106,17DA
Portland International Airport,Portland,US,United States,PEC,45.5887,-122.598,6107,17DB
Pelican Seaplane Base,Pelican,US,United States,PEQ,57.9552,-136.2363,6108,17DC
Pecos Municipal Airport,Pecos,US,United States,PFN,31.3824,-103.511,6109,17DD
Panama City-Bay Co International Airport,Panama City,US,United States,PGA,30.2121,-85.6828,6110,17DE
Page Municipal Airport,Page,US,United States,PGD,36.9261,-111.448,6111,17DF
Port Graham,Port Graham,US,United States,PGM,59.3485,-151.8303,6112,17E0
Stevens Field,Pagosa Springs,US,United States,PGO,37.2862,-107.056,6113,17E1
Charlotte County Airport,Punta Gorda,US,United States,PGV,26.9202,-81.9905,6114,17E2
Pitt Greenville Airport,Greenville,US,United States,PHD,35.6352,-77.3853,6115,17E3
Harry Clever Field,New Philadelpha,US,United States,PHF,40.4709,-81.4197,6116,17E4
Newport News Williamsburg International Airport,Newport News,US,United States,PHK,37.1319,-76.493,6117,17E5
Palm Beach County Glades Airport,Pahokee,US,United States,PHL,26.785,-80.6934,6118,17E6
Philadelphia International Airport,Philadelphia,US,United States,PHN,39.8719,-75.2411,6119,17E7
St Clair County International Airport,Port Huron,US,United States,PHO,42.911,-82.5289,6120,17E8
Point Hope Airport,Point Hope,US,United States,PHX,68.3489,-166.7994,6121,17E9
Phoenix Sky Harbor International Airport,Phoenix,US,United States,PIA,33.4343,-112.012,6122,17EA
General Wayne A. Downing Peoria International Airport,Peoria,US,United States,PIB,40.6642,-89.6933,6123,17EB
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,US,United States,PIE,31.4671,-89.3371,6124,17EC
St Petersburg Clearwater International Airport,St. Petersburg,US,United States,PIH,27.9102,-82.6874,6125,17ED
Pocatello Regional Airport,Pocatello,US,United States,PIM,42.9098,-112.596,6126,17EE
Harris County Airport,Pine Mountain,US,United States,PIP,32.8407,-84.8824,6127,17EF
Pilot Point Airport,Pilot Point,US,United States,PIR,57.5804,-157.572,6128,17F0
Pierre Regional Airport,Pierre,US,United States,PIT,44.3827,-100.286,6129,17F1
Pittsburgh International Airport,Pittsburgh,US,United States,PIZ,40.4915,-80.2329,6130,17F2
Payson,Payson,US,United States,PJB,34.2568,-111.3393,6131,17F3
Point Lay LRRS Airport,Point Lay,US,United States,PKA,69.7329,-163.005,6132,17F4
Napaskiak Airport,Napaskiak,US,United States,PKB,60.7029,-161.778,6133,17F5
Park Rapids Municipal/Konshok Field,Park Rapids,US,United States,PKD,46.9012,-95.0731,6134,17F6
Mid Ohio Valley Regional Airport,PARKERSBURG,US,United States,PLN,39.3451,-81.4392,6135,17F7
Pellston Regional Airport of Emmet County Airport,Pellston,US,United States,PMB,45.5709,-84.7967,6136,17F8
Pembina Municipal Airport,Pembina,US,United States,PMD,48.9425,-97.2408,6137,17F9
Palmdale Regional/USAF Plant 42 Airport,Palmdale,US,United States,PMH,34.6294,-118.085,6138,17FA
Greater Portsmouth Regional Airport,Portsmouth,US,United States,PML,38.8405,-82.8473,6139,17FB
Port Moller Airport,Cold Bay,US,United States,PNC,56.006,-160.561,6140,17FC
Ponca City Regional Airport,Ponca City,US,United States,PNE,36.732,-97.0998,6141,17FD
Northeast Philadelphia Airport,Philadelphia,US,United States,PNS,40.0819,-75.0106,6142,17FE
North Texas Regional/Perrin Field,Sherman/Denison,US,United States,PNX,33.7142,-96.6744,6143,17FF
Pensacola Regional Airport,Pensacola,US,United States,POB,30.4734,-87.1866,6144,1800
Pope Field,Fort Bragg,US,United States,POC,35.1709,-79.0145,6145,1801
Brackett Field,La Verne,US,United States,POE,34.0916,-117.782,6146,1802
Polk Army Air Field,Fort Polk,US,United States,POF,31.0448,-93.1917,6147,1803
Poplar Bluff Municipal Airport,Poplar Bluff,US,United States,POU,36.7739,-90.3249,6148,1804
Dutchess County Airport,Poughkeepsie,US,United States,PPA,41.6266,-73.8842,6149,1805
Perry Lefors Field,Pampa,US,United States,PPC,35.613,-100.996,6150,1806
Prospect Creek Airport,Prospect Creek,US,United States,PPF,66.8141,-150.644,6151,1807
Tri-City Airport,Parsons,US,United States,PPM,37.3299,-95.5062,6152,1808
Pompano Beach Airpark,Pompano Beach,US,United States,PPV,26.2471,-80.1111,6153,1809
Port Protection Seaplane Base,Port Protection,US,United States,PQI,56.3289,-133.609,6154,180A
Northern Maine Regional Airport at Presque Isle,Presque Isle,US,United States,PQS,46.689,-68.0448,6155,180B
Pilot Station Airport,Pilot Station,US,United States,PRB,61.9614,-162.9422,6156,180C
Paso Robles Municipal Airport,Paso Robles,US,United States,PRC,35.6729,-120.627,6157,180D
Ernest A. Love Field,Prescott,US,United States,PRX,34.6545,-112.42,6158,180E
Cox Field,Paris,US,United States,PRZ,33.6366,-95.4508,6159,180F
Prineville Airport,Prineville,US,United States,PSC,44.287,-120.904,6160,1810
Pittsfield Municipal Airport,Pittsfield,US,United States,PSF,42.4276,-73.2908,6161,1811
Tri Cities Airport,Pasco,US,United States,PSG,46.2647,-119.119,6162,1812
Petersburg James A Johnson Airport,Petersburg,US,United States,PSM,56.8017,-132.945,6163,1813
Palestine Municipal Airport,Palestine,US,United States,PSN,31.7797,-95.7063,6164,1814
Portsmouth International at Pease Airport,Portsmouth,US,United States,PSP,43.0779,-70.8233,6165,1815
Palm Springs International Airport,Palm Springs,US,United States,PSX,33.8297,-116.507,6166,1816
Palacios Municipal Airport,Palacios,US,United States,PTA,28.7275,-96.251,6167,1817
Port Alsworth Airport,Port alsworth,US,United States,PTB,60.2017,-154.3259,6168,1818
Dinwiddie County Airport,Petersburg,US,United States,PTH,37.1838,-77.5074,6169,1819
Port Heiden Airport,Port Heiden,US,United States,PTK,56.9591,-158.633,6170,181A
Harry P Williams Memorial Airport,Patterson,US,United States,PTN,29.7095,-91.339,6171,181B
Atkinson Municipal Airport,Pittsburg,US,United States,PTS,37.4501,-94.7312,6172,181C
Oakland County International Airport,Pontiac,US,United States,PTT,42.6655,-83.4201,6173,181D
Pratt Regional Airport,Pratt,US,United States,PTU,37.7016,-98.7469,6174,181E
Heritage Field,Pottstown,US,United States,PTW,40.2396,-75.5567,6175,181F
Platinum Airport,Port Moller,US,United States,PUB,59.0114,-161.82,6176,1820
Pueblo Memorial Airport,Pueblo,US,United States,PUC,38.2891,-104.497,6177,1821
Carbon County Regional/Buck Davis Field,Price,US,United States,PUW,39.6139,-110.751,6178,1822
Pullman Moscow Regional Airport,Pullman,US,United States,PVC,46.7439,-117.11,6179,1823
Provincetown Municipal Airport,Provincetown,US,United States,PVD,42.0719,-70.2214,6180,1824
Placerville,Placerville,US,United States,PVF,38.7242,-120.7533,6181,1825
Theodore Francis Green State Airport,Providence,US,United States,PVL,41.7326,-71.4204,6182,1826
Pike County-Hatcher Field,Pikeville,US,United States,PVU,37.5618,-82.5664,6183,1827
Hale County Airport,Plainview,US,United States,PVW,34.1681,-101.7173,6184,1828
Provo Municipal Airport,Provo,US,United States,PWA,40.2192,-111.723,6185,1829
Wiley Post Airport,Oklahoma City,US,United States,PWK,35.5342,-97.6471,6186,182A
Chicago Executive Airport,Chicago-Wheeling,US,United States,PWM,42.1142,-87.9015,6187,182B
Portland International Jetport Airport,Portland,US,United States,PWT,43.6462,-70.3093,6188,182C
Bremerton National Airport,Bremerton,US,United States,PWY,47.4902,-122.765,6189,182D
Ralph Wenz Field,Pinedale,US,United States,PYM,42.7955,-109.807,6190,182E
Minneapolis Anoka County Blaine Airport,Minneapolis,US,United States,QQA,45.1449,-93.2102,6191,182F
New Smyrna Beach Municipal Airport,New Smyrna Beach,US,United States,QQB,29.0557,-80.9489,6192,1830
Canton Cherokee County Regional Airport,Canton,US,United States,QQC,34.3122,-84.4222,6193,1831
Denton Enterprise Airport,Denton,US,United States,QQD,33.202,-97.1991,6194,1832
Bunnell Flagler County Airport,Bunnell,US,United States,QQF,29.4711,-81.2443,6195,1833
Arlington Municipal Airport,Arlington,US,United States,QQG,32.6639,-97.0943,6196,1834
Ankeny Regional Airport,Ankeny,US,United States,QQK,41.6913,-93.5663,6197,1835
Lee's Summit Municipal Airport,Lee's Summit,US,United States,QQL,38.9591,-94.3719,6198,1836
Nashville John C. Tune Airport,Nashville,US,United States,QQN,36.183,-86.8865,6199,1837
Chesapeake Regional Airport,Norfolk,US,United States,QQP,36.6656,-76.3207,6200,1838
Indianapolis Regional Airport,Indianapolis,US,United States,QQQ,39.8431,-85.8977,6201,1839
Cobb County International/McCollum Field,Atlanta,US,United States,QQR,34.0132,-84.597,6202,183A
Arlington Municipal Airport,Arlington,US,United States,QQW,48.1608,-122.159,6203,183B
Knoxville Downtown Island Airport,Knoxville,US,United States,QQX,35.9638,-83.8737,6204,183C
Burlington Alamance Regional Airport,Burlington,US,United States,QQY,36.0497,-79.473,6205,183D
New Braunfels National Airport,New Braunfels,US,United States,QQZ,29.7058,-98.0432,6206,183E
Fernandina Beach Municipal Airport,Fernandina Beach,US,United States,QSB,30.6118,-81.4612,6207,183F
Chandler Municipal Airport,Chandler,US,United States,QSD,33.2691,-111.8111,6208,1840
Houston Executive Airport,Houston,US,United States,QSE,29.805,-95.8979,6209,1841
Hammond Northshore Regional Airport,Hammond,US,United States,QSH,30.5217,-90.4184,6210,1842
Johnston Regional Airport,Smithfield,US,United States,QSJ,35.5409,-78.3903,6211,1843
Brooksville Tampa Bay Regional Airport,Brooksville,US,United States,QSK,28.4736,-82.4554,6212,1844
Murfreesboro Municipal Airport,Murfreesboro,US,United States,QSM,35.8787,-86.3775,6213,1845
Charlotte/Monroe Exec Airport,Monroe,US,United States,QSQ,35.0174,-80.6221,6214,1846
Clark Regional Airport,Louisville,US,United States,QSV,38.3656,-85.7383,6215,1847
Bessemer Airport,Bessemer,US,United States,QSY,33.3126,-86.9263,6216,1848
Houston Southwest Airport,Houston,US,United States,QTA,29.5061,-95.4769,6217,1849
Camarillo Airport,Camarillo,US,United States,QTC,34.2138,-119.0944,6218,184A
Atlanta Regional Falcon Field,Atlanta,US,United States,QTF,33.3577,-84.5725,6219,184B
Georgetown Exec Airport,Georgetown,US,United States,QTG,30.6788,-97.6794,6220,184C
Mosby Midwest National Air Center Airport,Mosby,US,United States,QTH,39.3325,-94.3096,6221,184D
Huntsville Exec Tom Sharp Jr. Field,Huntsville,US,United States,QTM,34.8594,-86.5575,6222,184E
Cleveland Municipal Airport,Cleveland,US,United States,QTN,33.7625,-90.7579,6223,184F
Perry Houston County Airport,Perry,US,United States,QTP,32.5106,-83.7673,6224,1850
H. L. Sonny Callahan Airport,Fairhope,US,United States,QTQ,30.4605,-87.877,6225,1851
East Georgia Regional Airport,Swainsboro,US,United States,QTS,32.6091,-82.3699,6226,1852
Raleigh Executive Jetport,Sanford,US,United States,QTT,35.5824,-79.1013,6227,1853
Bentonville Municipal/Louise M Thaden Field,Bentonville,US,United States,QTV,36.3453,-94.2195,6228,1854
Eagle Creek Airpark,Indianapolis,US,United States,QTY,39.8307,-86.2944,6229,1855
Sandpoint Airport,Sandpoint,US,United States,QTZ,48.2995,-116.5601,6230,1856
Plymouth Municipal Airport,Plymouth,US,United States,RAC,41.909,-70.7288,6231,1857
John H Batten Airport,Racine,US,United States,RAL,42.7606,-87.8152,6232,1858
Riverside Municipal Airport,Riverside,US,United States,RAP,33.9519,-117.445,6233,1859
Rapid City Regional Airport,Rapid City,US,United States,RBD,44.0453,-103.057,6234,185A
Roseburg Regional,Roseburg,US,United States,RBG,43.2393,-123.3559,6235,185B
Dallas Executive Airport,Dallas,US,United States,RBK,32.6809,-96.8682,6236,185C
French Valley Airport,Murrieta-Temecula,US,United States,RBL,33.5742,-117.128,6237,185D
Lowcountry Regional,Walterboro,US,United States,RBW,32.921,-80.6406,6238,185E
Red Bluff Municipal Airport,Red Bluff,US,United States,RBY,40.1507,-122.252,6239,185F
Ruby Airport,Ruby,US,United States,RCA,64.7272,-155.47,6240,1860
Ellsworth Air Force Base,Rapid City,US,United States,RCE,44.145,-103.104,6241,1861
Roche Harbor Airport,Roche Harbor,US,United States,RDB,48.6112,-123.1434,6242,1862
Red Dog Airport,Red Dog,US,United States,RDD,68.0321,-162.899,6243,1863
Redding Municipal Airport,Redding,US,United States,RDG,40.509,-122.293,6244,1864
Reading Regional Carl A Spaatz Field,Reading,US,United States,RDM,40.3785,-75.9652,6245,1865
Roberts Field,Redmond-Bend,US,United States,RDR,44.2541,-121.15,6246,1866
Grand Forks Air Force Base,Red River,US,United States,RDU,47.9611,-97.4012,6247,1867
Raleigh Durham International Airport,Raleigh-durham,US,United States,RDV,35.8776,-78.7875,6248,1868
Red Devil Airport,Red Devil,US,United States,RFD,61.7873,-157.3484,6249,1869
Chicago Rockford International Airport,Rockford,US,United States,RHI,42.1954,-89.0972,6250,186A
Rhinelander Oneida County Airport,Rhinelander,US,United States,RHV,45.6312,-89.4675,6251,186B
Reid-Hillview Airport of Santa Clara County,San Jose,US,United States,RIC,37.3329,-121.819,6252,186C
Richmond Municipal Airport,Richmond,US,United States,RID,39.7561,-84.8427,6253,186D
Rice Lake Regional/Carl's Field,Rice Lake,US,United States,RIE,45.4201,-91.7733,6254,186E
Richmond International Airport,Richmond,US,United States,RIL,37.5052,-77.3197,6255,186F
Garfield County Regional Airport,Rifle,US,United States,RIV,39.5263,-107.727,6256,1870
March ARB Airport,Riverside,US,United States,RIW,33.8807,-117.259,6257,1871
Riverton Regional Airport,Riverton WY,US,United States,RKD,43.0642,-108.46,6258,1872
Knox County Regional Airport,Rockland,US,United States,RKH,44.0601,-69.0992,6259,1873
Rock Hill - York County Airport,Rock Hill,US,United States,RKP,34.9878,-81.0572,6260,1874
Aransas County Airport,Rockport,US,United States,RKS,28.0868,-97.0446,6261,1875
Southwest Wyoming Regional Airport,Rock Springs,US,United States,RME,41.5942,-109.065,6262,1876
Griffiss International Airport,Rome,US,United States,RMG,43.2338,-75.407,6263,1877
Richard B Russell Airport,Rome,US,United States,RMP,34.3506,-85.158,6264,1878
Rampart Airport,Rampart,US,United States,RMY,65.5078,-150.1408,6265,1879
Mariposa Yosemite Airport,Mariposa,US,United States,RND,37.5109,-120.04,6266,187A
New Richmond Regional,New Richmond,US,United States,RNH,45.1478,-92.5392,6267,187B
Randolph Air Force Base,San Antonio,US,United States,RNO,29.5297,-98.2789,6268,187C
Reno Tahoe International Airport,Reno,US,United States,RNT,39.4991,-119.768,6269,187D
Renton Municipal Airport,Renton,US,United States,RNZ,47.4931,-122.216,6270,187E
Jasper County Airport,Rensselaer,US,United States,ROA,40.9479,-87.1826,6271,187F
Roanoke–Blacksburg Regional Airport,Roanoke VA,US,United States,ROC,37.3255,-79.9754,6272,1880
Rogers Exec - Carter Field,Rogers,US,United States,ROG,36.3724,-94.107,6273,1881
Greater Rochester International Airport,Rochester,US,United States,ROW,43.1189,-77.6724,6274,1882
Warroad International Memorial,Warroad,US,United States,RRT,48.9415,-95.3485,6275,1883
Roswell International Air Center Airport,Roswell,US,United States,RSH,33.3016,-104.531,6276,1884
Russian Mission Airport,Russian Mission,US,United States,RSL,61.7789,-161.3195,6277,1885
Ruston Regional,Ruston,US,United States,RSN,32.5132,-92.5884,6278,1886
Russell Municipal Airport,Russell,US,United States,RST,38.8721,-98.8118,6279,1887
Rochester International Airport,Rochester,US,United States,RSW,43.9083,-92.5,6280,1888
Southwest Florida International Airport,Fort Myers,US,United States,RTN,26.5362,-81.7552,6281,1889
Raton Municipal-Crews Field,Raton,US,United States,RUI,36.7415,-104.502,6282,188A
Sierra Blanca Regional Airport,Ruidoso,US,United States,RUT,33.4628,-105.535,6283,188B
Rutland - Southern Vermont Regional Airport,Rutland,US,United States,RVS,43.5294,-72.9496,6284,188C
Richard Lloyd Jones Jr Airport,Tulsa,US,United States,RWF,36.0396,-95.9846,6285,188D
Redwood Falls Municipal Airport,Redwood Falls,US,United States,RWI,44.5472,-95.0823,6286,188E
Rocky Mount Wilson Regional Airport,Rocky Mount,US,United States,RWL,35.8563,-77.8919,6287,188F
Rexburg-Madison County Airport,Rexburg,US,United States,RXE,43.8339,-111.805,6288,1890
Rawlins Municipal Airport/Harvey Field,Rawlins,US,United States,SAA,41.8056,-107.2,6289,1891
Shively Field,SARATOGA,US,United States,SAC,41.4449,-106.824,6290,1892
Sacramento Executive Airport,Sacramento,US,United States,SAD,38.5125,-121.493,6291,1893
Safford Regional Airport,Safford,US,United States,SAF,32.8548,-109.635,6292,1894
Santa Fe Municipal Airport,Santa Fe,US,United States,SAN,35.6171,-106.089,6293,1895
San Diego International Airport,San Diego,US,United States,SAT,32.7336,-117.19,6294,1896
San Antonio International Airport,San Antonio,US,United States,SAV,29.5337,-98.4698,6295,1897
Savannah Hilton Head International Airport,Savannah,US,United States,SBA,32.1276,-81.2021,6296,1898
Santa Barbara Municipal Airport,Santa Barbara,US,United States,SBD,34.4262,-119.84,6297,1899
San Bernardino International Airport,San Bernardino,US,United States,SBM,34.0954,-117.235,6298,189A
Sheboygan County Memorial Airport,Sheboygan,US,United States,SBN,43.7696,-87.8514,6299,189B
South Bend Regional Airport,South Bend,US,United States,SBP,41.7087,-86.3173,6300,189C
San Luis County Regional Airport,San Luis Obispo,US,United States,SBS,35.2368,-120.642,6301,189D
Shelby,Shelby,US,United States,SBX,48.5407,-111.8712,6302,189E
Steamboat Springs Bob Adams Field,Steamboat Springs,US,United States,SBY,40.5163,-106.866,6303,189F
Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,United States,SCC,38.3405,-75.5103,6304,18A0
Deadhorse Airport,Deadhorse,US,United States,SCE,70.1947,-148.465,6305,18A1
University Park Airport,State College Pennsylvania,US,United States,SCF,40.8493,-77.8487,6306,18A2
Scottsdale Airport,Scottsdale,US,United States,SCH,33.6229,-111.911,6307,18A3
Schenectady County Airport,Scotia NY,US,United States,SCK,42.8525,-73.9289,6308,18A4
Stockton Metropolitan Airport,Stockton,US,United States,SCM,37.8942,-121.238,6309,18A5
Scammon Bay Airport,Scammon Bay,US,United States,SDF,61.8453,-165.571,6310,18A6
Louisville International Standiford Field,Louisville,US,United States,SDM,38.1744,-85.736,6311,18A7
Brown Field Municipal Airport,San Diego,US,United States,SDP,32.5723,-116.98,6312,18A8
Sand Point Airport,Sand Point,US,United States,SDX,55.315,-160.523,6313,18A9
Sedona Airport,Sedona,US,United States,SDY,34.8486,-111.788,6314,18AA
Sidney - Richland Regional Airport,Sidney,US,United States,SEA,47.7069,-104.193,6315,18AB
Seattle Tacoma International Airport,Seattle,US,United States,SEE,47.449,-122.309,6316,18AC
Gillespie Field,El Cajon,US,United States,SEF,32.8262,-116.972,6317,18AD
Penn Valley Airport,Selinsgrove,US,United States,SEG,40.8212,-76.8642,6318,18AE
Sebring Regional Airport,Sebring,US,United States,SEM,27.4564,-81.3424,6319,18AF
Craig Field,Selma,US,United States,SEP,32.3439,-86.9878,6320,18B0
Stephenville Clark Regional Airport,Stephenville,US,United States,SFB,32.2153,-98.1777,6321,18B1
Orlando Sanford International Airport,Sanford,US,United States,SFF,28.7776,-81.2375,6322,18B2
Felts Field,Spokane,US,United States,SFO,47.6828,-117.323,6323,18B3
San Francisco International Airport,San Francisco,US,United States,SFZ,37.619,-122.375,6324,18B4
North Central State Airport,Smithfield,US,United States,SGF,41.9208,-71.4914,6325,18B5
Springfield Branson National Airport,Springfield,US,United States,SGH,37.2457,-93.3886,6326,18B6
Springfield-Beckley Municipal Airport,Springfield,US,United States,SGR,39.8403,-83.8402,6327,18B7
Stuttgart Municipal Carl Humphrey Field,Stuttgart,US,United States,SGT,34.5995,-91.575,6328,18B8
Sugar Land Regional Airport,Sugar Land,US,United States,SGU,29.6223,-95.6565,6329,18B9
St George Municipal Airport,Saint George,US,United States,SGY,37.0364,-113.5103,6330,18BA
Skagway Airport,Skagway,US,United States,SHD,59.4601,-135.316,6331,18BB
Shenandoah Valley Regional Airport,Weyers Cave,US,United States,SHG,38.2638,-78.8964,6332,18BC
Shungnak Airport,Shungnak,US,United States,SHH,66.8881,-157.162,6333,18BD
Shishmaref Airport,Shishmaref,US,United States,SHN,66.2496,-166.0891,6334,18BE
Sanderson Field,Shelton,US,United States,SHR,47.2336,-123.148,6335,18BF
Sheridan County Airport,Sheridan,US,United States,SHV,44.7692,-106.98,6336,18C0
Shreveport Regional Airport,Shreveport,US,United States,SHX,32.4466,-93.8256,6337,18C1
Shageluk Airport,Shageluk,US,United States,SIK,62.6923,-159.569,6338,18C2
Sikeston Memorial Municipal Airport,Sikeston,US,United States,SIT,36.8989,-89.5618,6339,18C3
Siskiyou County Airport,Montague,US,United States,SIY,41.7814,-122.4681,6340,18C4
Sitka Rocky Gutierrez Airport,Sitka,US,United States,SJC,57.0471,-135.362,6341,18C5
St. Johns Industrial Air Park,St. Johns,US,United States,SJN,34.5186,-109.3787,6342,18C6
Norman Y. Mineta San Jose International Airport,San Jose,US,United States,SJT,37.3626,-121.929,6343,18C7
San Angelo Regional Mathis Field,San Angelo,US,United States,SKA,31.3577,-100.496,6344,18C8
Fairchild Air Force Base,Spokane,US,United States,SKF,47.6151,-117.656,6345,18C9
Lackland Air Force Base,San Antonio,US,United States,SKK,29.3842,-98.5811,6346,18CA
Shaktoolik Airport,Shaktoolik,US,United States,SKY,64.3711,-161.224,6347,18CB
Griffing Sandusky Airport,Sandusky,US,United States,SLC,41.4334,-82.6523,6348,18CC
Salt Lake City International Airport,Salt Lake City,US,United States,SLE,40.7884,-111.978,6349,18CD
Smith Field,Siloam Springs,US,United States,SLG,36.1919,-94.49,6350,18CE
Salem Municipal Airport/McNary Field,Salem,US,United States,SLI,44.9095,-123.003,6351,18CF
Joint Forces Training Base - Los Alamitos,Los Alamitos,US,United States,SLK,33.7941,-118.0573,6352,18D0
Adirondack Regional Airport,Saranac Lake,US,United States,SLN,44.3853,-74.2062,6353,18D1
Salina Municipal Airport,Salina,US,United States,SLQ,38.791,-97.6522,6354,18D2
Sulphur Springs Municipal Airport,Sulphur Springs,US,United States,SLR,33.1598,-95.6211,6355,18D3
Salida/Harriett Alexander Field,Salida,US,United States,SLT,38.5383,-106.0486,6356,18D4
Sleetmute Airport,Sleetmute,US,United States,SMD,61.7005,-157.166,6357,18D5
Smith Field,Fort Wayne IN,US,United States,SME,41.1434,-85.1528,6358,18D6
Lake Cumberland Regional Airport,Somerset,US,United States,SMF,37.0534,-84.6159,6359,18D7
Sacramento International Airport,Sacramento,US,United States,SMK,38.6954,-121.591,6360,18D8
St Michael Airport,St. Michael,US,United States,SMN,63.4901,-162.11,6361,18D9
Lemhi County Airport,Salmon,US,United States,SMO,45.1238,-113.881,6362,18DA
Santa Monica Municipal Airport,Santa Monica,US,United States,SMX,34.0158,-118.451,6363,18DB
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,US,United States,SNA,34.8989,-120.457,6364,18DC
John Wayne Airport-Orange County Airport,Santa Ana,US,United States,SNP,33.6757,-117.868,6365,18DD
St Paul Island Airport,St. Paul Island,US,United States,SNS,57.1673,-170.22,6366,18DE
Salinas Municipal Airport,Salinas,US,United States,SNY,36.6628,-121.606,6367,18DF
Sidney Municipal-Lloyd W Carr Field,Sidney,US,United States,SOP,41.1013,-102.985,6368,18E0
Moore County Airport,Pinehurst-Southern Pines,US,United States,SOV,35.2374,-79.3912,6369,18E1
Seldovia Airport,Seldovia,US,United States,SOW,59.4424,-151.704,6370,18E2
Show Low Regional Airport,Show Low,US,United States,SPA,34.2655,-110.006,6371,18E3
Spartanburg Downtown Memorial Airport,Spartangurg,US,United States,SPF,34.9157,-81.9565,6372,18E4
Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,US,United States,SPG,44.4803,-103.783,6373,18E5
Albert Whitted Airport,St. Petersburg,US,United States,SPI,27.7651,-82.627,6374,18E6
Abraham Lincoln Capital Airport,Springfield,US,United States,SPS,39.8441,-89.6779,6375,18E7
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,US,United States,SPW,33.9888,-98.4919,6376,18E8
Springdale Municipal Airport,Springdale,US,United States,SPZ,36.1764,-94.1192,6377,18E9
Spencer Municipal Airport,Spencer,US,United States,SQA,43.1655,-95.2028,6378,18EA
Santa Ynez Airport,Santa Ynez,US,United States,SQL,34.6068,-120.076,6379,18EB
Searcy Regional,Searcy,US,United States,SRC,35.2106,-91.7375,6380,18EC
San Carlos Airport,San Carlos,US,United States,SRQ,37.5119,-122.25,6381,18ED
Sarasota Bradenton International Airport,Sarasota,US,United States,SRV,27.3954,-82.5544,6382,18EE
Stony River 2 Airport,Stony River,US,United States,SSC,61.7899,-156.5882,6383,18EF
Shaw Air Force Base,Sumter,US,United States,SSF,33.9727,-80.4706,6384,18F0
Stinson Municipal Airport,Stinson,US,United States,SSI,29.337,-98.4711,6385,18F1
Malcolm McKinnon Airport,Brunswick,US,United States,STC,31.1518,-81.3913,6386,18F2
St Cloud Regional Airport,Saint Cloud,US,United States,STE,45.5466,-94.0599,6387,18F3
Stevens Point Municipal Airport,Stevens Point,US,United States,STG,44.5452,-89.5303,6388,18F4
St George Airport,Point Barrow,US,United States,STJ,56.5783,-169.662,6389,18F5
Rosecrans Memorial Airport,Rosecrans,US,United States,STK,39.7719,-94.9097,6390,18F6
Sterling Municipal Airport,Sterling,US,United States,STL,40.6153,-103.265,6391,18F7
St Louis Lambert International Airport,St. Louis,US,United States,STP,38.7487,-90.37,6392,18F8
St Paul Downtown Holman Field,St. Paul,US,United States,STS,44.9345,-93.06,6393,18F9
Charles M. Schulz Sonoma County Airport,Santa Rosa,US,United States,SUA,38.509,-122.813,6394,18FA
Door County Cherryland Airport,Sturgeon Bay,US,United States,SUE,44.8437,-87.4215,6395,18FB
Sumter,Sumter,US,United States,SUM,33.995,-80.3613,6396,18FC
Witham Field,Stuart,US,United States,SUN,27.1817,-80.2211,6397,18FD
Friedman Memorial Airport,Hailey,US,United States,SUS,43.5044,-114.296,6398,18FE
Spirit of St Louis Airport,Null,US,United States,SUU,38.6621,-90.652,6399,18FF
Travis Air Force Base,Fairfield,US,United States,SUX,38.2627,-121.927,6400,1900
Sioux Gateway Col. Bud Day Field,Sioux City,US,United States,SVA,42.4026,-96.3844,6401,1901
Savoonga Airport,Savoonga,US,United States,SVC,63.6864,-170.493,6402,1902
